Time,Event,A1,A2,A3,A4,A5,A7,A8,A9,A10,A11,A14,A15,A16,A17,A18,A19,A22,A23,A24,A26,A27,A29,A31,A32,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B26,B27,B29,B30,B31,B32,C1,C3,C4,C5,C6,C7,C8,C9,C12,C13,C14,C15,C16,C18,C19,C20,C21,C22,C25,C26,C29,C30,C31,C32,D1,D2,D3,D4,D5,D7,D8,D10,D11,D12,D13,D15,D16,D17,D19,D20,D21,D22,D23,D24,D26,D28,D29,D30,D31,D32,E1,E2,E4,E5,E6,E7,E8,E9,E10,E11,E12,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E31,E32,F1,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F26,F27,F28,F29,F30,F31,F32,G1,G2,G3,G5,G6,G7,G8,G10,G11,G12,G13,G14,G16,G17,G18,G19,G22,G24,G25,G28,G29,G30,G32,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,EXG2,EXG3,EXG5
3131269.53125,enter,12.34726,4.044312,-3.396825,23.61248,-7.454219,-3.057728,9.091315,32.64667,8.0012,4.24322,-5.245497,0.8071289,8.022649,28.17144,6.544139,5.478071,-0.04964727,21.89436,6.763724,44.39033,8.939541,14.59521,8.359033,3.019413,15.07193,8.579526,-2.622297,-5.126736,20.42205,-5.501284,4.219776,-9.542925,23.77218,11.16789,14.14094,-12.04891,-9.632183,-13.54595,-3.255577,-9.560015,-14.25775,-12.02016,-14.78484,-8.82865,7.737069,-15.52063,-21.59342,-18.93283,-20.95644,-4.981256,-13.98847,-22.95947,-18.1679,-11.96491,35.15105,-19.39891,-6.972723,-11.27389,-28.07318,-25.87496,-27.62402,-18.71346,-13.8556,-27.08524,-16.33146,-14.96472,-7.107342,-14.25966,-16.47499,-6.457781,-21.24891,-3.509799,-0.4677588,-10.05282,-3.118531,27.81047,24.40198,42.89023,19.41787,-1.969683,20.77108,7.350601,-2.632783,14.70909,-6.16134,5.217597,-9.727627,-18.22302,5.296022,-0.5037732,-1.917948,-7.328644,-9.894443,5.832271,1.193511,-1.287046,8.195353,-4.031379,13.95607,-1.639746,5.017458,1.412776,4.912891,47.03095,-17.17778,-10.52264,5.41047,-11.70875,-13.44448,-13.48464,-5.875325,-3.023283,-2.610799,-12.21174,-6.045274,-8.737592,-1.484921,35.81749,5.666983,-0.7563424,5.910161,41.06274,0.6670839,3.314915,-0.1218706,3.435362,35.14167,2.917715,3.925026,-1.812257,3.931337,3.194935,-8.300797,-11.73208,-6.921813,-22.43828,-18.15547,-17.48802,-21.13965,-22.57439,-17.8968,4.832471,-1.124354,-13.3461,14.20579,-6.688839,-21.70588,-28.38013,-3.94953,-29.70539,-23.85941,-25.39194,-18.77942,-4.311471,-9.787423,-4.604746,-21.00128,-25.1214,-27.48779,-31.92764,-16.23503,-17.1406,-28.10195,7.696714,-4.067712,-4.871586,8.914335,26.83532,7.033785,28.47546,35.33278,26.3089,-14.66105,-2.614631,-1.902041,-5.017211,-8.749216,-26.3089,-14.22459,12.88471,-7.731145,3.866146,10.30652,4.268732,9.255639,26.88559,24.27823,6.946853,-8.012507,-17.38324,20.20415,4.730374,10.55956,-7.739086,-13.27739,-6.465987,-1.053355,1.733396,-3.738651,-10.80314,-21.40089,-4.732709,-17.25101,-5.169294,-11.8168,8.344182,16.36765,-2.663066,-11.26119,9.627115,12.23575,9.143524
3225191.40625,compassion,-20.42628,-15.59547,-13.10961,6.954206,-14.49305,-7.265896,-27.12233,13.0263,-6.053901,-4.786528,-5.958486,-23.65335,-30.23769,9.175722,-8.625101,-11.62286,-27.7082,-2.294369,-7.868699,29.28582,-0.2646114,11.65924,-3.084885,1.749489,10.40566,6.26945,-6.545629,-5.375882,18.75113,0.9008955,8.873618,-7.588526,28.075,10.13489,39.79681,-4.381377,-1.275188,-19.87575,4.393228,2.765595,-0.7052211,-0.08110628,-3.641093,-2.602767,11.97574,-4.380198,-7.294107,-10.97201,-11.63137,5.270586,-5.046448,-6.120692,-6.090877,-0.5344023,6.143799,0.5859974,14.53396,17.46159,-2.268838,-8.748476,-14.90541,-5.962653,0.5748408,1.645851,-6.403551,-6.745401,-2.711904,-7.707075,-7.685552,-7.593698,-16.26999,3.540923,-3.268894,-20.07495,-16.24317,11.83446,9.236677,25.38078,19.58176,-10.26179,9.970215,-5.178253,-5.696055,4.121327,-5.609889,-6.193127,-22.91026,-32.21838,1.241253,-12.55688,-23.83188,-25.82738,-12.80172,-4.32769,-3.101642,-15.06137,-5.314928,-28.2053,-0.324505,-17.90302,-16.5142,-22.00472,-18.55336,24.60685,-11.00436,-9.94644,10.66658,-12.04812,-16.52694,-20.65313,-14.21666,-16.35043,-11.84172,-27.38439,-25.4689,-30.11535,-30.65234,13.5901,10.00765,-21.87326,-20.65231,16.29465,-19.30562,-25.30787,-27.51777,-22.69364,13.70798,-20.06294,-22.77384,-30.06875,-19.86747,16.83318,-3.782659,-12.29419,6.643532,-3.199655,-0.7861882,-1.414522,-9.166138,-10.07434,-8.481796,9.367912,-1.860413,-16.10375,16.21758,-1.900396,-8.256917,-11.60031,16.61165,-4.700907,-12.62601,-1.745352,-2.751794,2.222104,-2.324328,-4.280444,-1.647131,1.124747,3.668565,-12.1484,-4.700885,-7.197567,-14.10212,-22.72498,-51.62975,-29.36841,-21.31769,1.510167,-17.89888,10.44379,7.506062,-0.4966125,-37.59452,-23.16214,-31.58185,-37.82367,-32.17393,2.040019,-37.98782,10.74339,-2.440741,11.26278,-0.165218,-13.96865,-5.763538,-9.409497,17.60409,4.236473,-13.159,-21.97623,14.00761,-5.755547,0.3325545,-15.02374,-20.94135,-14.9288,-15.87896,-11.69283,-15.71838,-24.77508,-20.31195,-14.23598,-27.87725,-15.09157,-28.47289,-7.730628,-0.4446904,-11.68087,-29.15437,-25.42004,-30.99095,1.546975
3227242.1875,compassion,-8.003494,-14.32442,-8.484205,18.734,-11.96675,-2.577391,-9.807858,25.42202,-7.535107,-3.125664,-9.071546,-12.72581,-8.863368,11.30261,-3.768889,-7.48413,-23.33036,5.270861,-4.654702,28.51283,-2.035336,1.004261,-11.39593,-3.731041,16.10113,6.965528,1.474596,-1.837891,24.69256,-17.39358,4.734002,-8.340345,31.91956,15.80612,15.83016,-3.712357,-0.02844724,-20.83107,0.9698556,-2.779251,-8.785548,1.991698,-0.7847642,-0.2837979,2.588054,-16.1011,-18.73109,-1.337281,-6.974111,11.79762,-7.542232,-7.868801,-3.071272,1.819793,19.95628,-20.06595,-2.751312,-15.82501,-9.03896,-1.449764,0.2450583,3.766649,-9.872587,-26.22552,-5.819933,12.02557,13.42175,-3.39058,-2.81248,3.599339,4.68988,-5.142247,10.55816,8.724891,4.398186,32.01091,24.75894,39.44957,22.83509,4.369384,22.67072,6.8561,7.158013,14.68933,5.908346,2.166779,-12.0499,-41.20611,18.634,5.537427,-2.220456,-14.37578,9.325131,12.54584,9.549967,2.130379,9.348425,-3.454101,21.39071,-1.679618,5.199946,-6.578434,-3.152075,42.41643,10.35212,11.65278,33.95395,7.112792,6.837546,7.743061,10.87634,-2.710434,9.569152,-8.294111,-7.239215,-11.31105,-8.935455,30.28593,-0.6292098,-3.772333,-4.644753,33.88985,-8.545558,-2.935547,-9.929261,-2.223317,29.48699,-3.005169,-5.441578,-8.556505,-2.142687,26.89842,7.638837,-19.54373,-12.63737,-32.69421,-25.66714,-2.135341,-3.382793,-2.814566,-2.581849,21.04182,7.457978,5.523516,27.11893,7.286755,-1.853563,-5.023849,21.39505,-11.25643,-12.14857,-16.80496,-15.85184,-9.078486,-15.03598,-5.134522,-17.72503,-19.98398,-16.2512,-6.796245,10.2786,7.986016,0.1043854,-11.17737,-11.17739,-17.7772,-6.002793,11.1161,-5.314262,14.4239,21.94166,16.17072,-26.26678,-17.56849,-1.175846,-17.50347,-23.03874,-52.306,-30.28439,8.577513,-31.22606,4.045655,1.123194,-6.910456,-0.1085696,11.21522,23.42143,6.980004,-10.17156,-27.0839,16.84914,-10.2181,6.532824,-1.948161,-11.78283,-7.640007,-4.258867,-2.32454,-13.52114,-15.16171,-22.41033,-18.1523,-22.4172,-20.86446,-26.5312,-2.188971,1.429324,-6.56925,-13.25935,-21.40456,-23.64237,0.6002151
3228558.59375,compassion,-2.847724,-7.929945,-5.184647,22.75828,5.377171,7.162534,-13.25706,27.23064,4.362948,2.734816,7.491817,-1.417786,-1.945304,16.22704,-0.591334,6.391855,-10.14454,16.65996,0.2507994,39.77217,12.6009,8.239498,-11.36821,2.534339,27.33345,15.61004,12.72771,4.875527,30.5887,-20.5207,15.76814,5.966914,35.95459,26.64245,7.592631,6.14377,3.233607,-20.12449,18.9959,16.38054,3.554247,10.72555,7.046928,2.93189,20.08159,5.959869,-1.197947,13.43915,0.589304,19.13828,21.66422,10.12627,18.08408,6.761717,21.53736,19.9055,42.48737,8.759992,23.11788,19.38441,8.475598,2.385511,24.47015,25.11127,18.25837,27.22427,17.17685,17.95194,26.50717,19.99569,3.852444,-25.77075,14.19663,-5.549606,17.85527,24.35845,16.13625,38.3194,31.21922,12.47017,31.36446,14.57307,10.76218,20.6676,7.746632,7.74281,-6.99723,-17.62955,22.66326,7.647065,3.796754,-5.316207,-0.4665932,10.15424,8.205655,-0.7571341,-1.200791,-2.155392,11.20296,-3.407101,-2.515764,-10.94369,-6.680492,35.31995,10.41226,7.210888,32.57027,4.501897,-1.428128,1.892835,-1.114663,-0.2471505,0.1303142,-18.06719,-12.25016,-12.60411,-12.46797,28.27058,-6.1568,-9.23042,-15.32477,23.83477,-4.949209,-4.582284,-13.92031,-10.03418,26.02998,-11.78958,-11.56823,-16.92268,-10.19947,27.13433,3.684731,3.756117,9.783144,3.907023,-14.87714,20.56473,13.93143,13.13768,4.916906,24.24652,9.066628,5.800714,32.16769,15.75819,4.962593,14.66415,38.38606,21.2857,28.48753,23.05812,15.55889,15.31066,4.216199,13.06137,23.60796,33.1478,33.05725,19.32758,17.39058,9.567988,4.985358,-6.750477,2.438448,-11.69546,-0.6997953,14.27098,-16.75206,21.70924,16.75652,20.24358,-18.9375,-1.961606,-5.744001,-18.49704,-16.99514,-30.48961,-19.8564,19.39497,-29.98455,29.64048,11.62192,3.658976,7.180883,7.71533,30.65929,12.865,-3.588814,-14.07036,24.82064,7.951378,16.05169,4.241519,-4.937353,-0.5724313,2.647597,10.79375,-0.01756145,-6.315104,-11.88945,-6.935788,-16.09503,-4.297756,-15.89312,9.102847,22.53395,0.6148859,-3.417006,-18.53381,-24.22557,2.270464
3306515.625,exit,-5.214969,-18.05296,-21.05371,12.34497,-13.07328,-6.869676,-11.12213,12.43565,-8.573139,-10.04406,-9.350282,-11.4139,-21.20876,6.69999,-7.319195,-13.52447,-23.5362,0.7738612,-5.646962,31.96299,-1.527383,1.25516,-11.46595,-7.677023,12.30758,6.875818,-3.524886,-7.615215,18.05722,-2.783861,4.528374,-12.30451,24.35167,7.563826,32.92897,-7.972255,-7.510666,-11.82169,0.3911535,-3.243296,-9.491587,-2.825606,-9.388489,-8.189912,10.73663,-6.499012,-8.188431,-9.722496,-15.8914,1.801036,0.452186,-4.908065,-10.58378,-5.913468,26.5993,-14.50132,4.924808,11.35267,-0.3697183,-2.916389,-11.3542,-6.9187,-11.12102,-13.91386,-0.4392749,4.715806,1.981555,-7.143369,-1.11638,5.32336,-9.52375,-3.163454,2.567227,-5.01944,-5.646986,23.43449,12.2686,36.38494,17.53594,-5.116108,10.56032,-0.3346789,-6.770771,5.749435,-7.7442,-3.066532,-24.17144,-20.72326,-2.160395,-9.085237,-14.17558,-14.77805,-16.25439,-5.978353,-0.1284796,-9.880922,-4.614799,-14.61215,-0.2351294,-17.19862,-9.38962,-21.54,-18.51381,27.04899,-14.19764,-10.74826,15.35147,-8.148445,-10.10106,-18.01097,-9.355037,-8.443644,-17.17125,-24.31695,-17.99101,-23.19688,-18.53118,17.47901,-14.64028,-19.23625,-14.44469,23.70757,-15.79203,-20.80732,-22.33888,-17.75241,16.25722,-14.84429,-18.87406,-28.45768,-12.99715,15.63046,-9.227136,-11.55216,4.565523,-4.38567,3.786043,5.567575,-5.115734,-6.43094,-6.5632,7.767025,-1.291448,-9.511237,14.64097,0.9469638,-7.148534,-5.691815,22.13319,-3.940542,3.274155,0.1033904,-2.766785,-0.7696193,-5.285427,-5.959545,-2.808369,-7.881145,0.9312311,-7.079741,-4.677174,-6.882957,-11.81368,-14.7685,-30.54755,-21.10235,-14.33229,9.063325,-14.3899,14.32753,18.90976,11.67233,-23.2508,-9.603383,-9.682097,-24.36051,-24.66462,-25.69745,-29.19369,-3.111301,-18.00287,-9.917596,-4.024333,-9.506772,-2.289024,17.70986,19.71407,1.974074,-10.42426,-23.21657,13.69963,-5.43441,5.182819,-7.906318,-14.96236,-12.9056,-9.594154,-5.292078,-13.12646,-21.78205,-19.9196,-25.31145,-21.93989,-24.45849,-25.67002,-7.540217,-13.54413,-14.46178,-20.41016,-14.4339,-20.28015,7.89035
3364089.84375,enter,3.454137,-14.09232,-25.94703,0.002299637,-26.79875,-16.40146,1.742899,21.96181,-8.862521,-9.52236,-25.85196,-13.70683,-11.32099,8.728301,-9.020387,-13.02846,-19.69637,0.8747973,-7.075863,25.31899,-10.14752,0.806164,-6.143673,-7.076101,-3.55502,-9.945759,-20.87206,-23.57199,-0.2490604,-20.71716,-8.648004,-26.25955,8.031904,-8.05436,14.06231,-23.20104,-17.37547,-29.18619,-16.05907,-16.53912,-22.49104,-12.98828,-20.40585,-17.05076,-4.365692,-22.81823,-22.37642,-22.4965,-22.68882,-7.755224,-12.8248,-18.23603,-14.42485,-9.208379,24.80489,-3.342774,9.367396,5.046203,-6.942696,-4.49099,-8.613247,0.1244733,-7.790564,-11.55212,-3.657946,-0.2503237,8.317309,-9.881173,-3.373274,1.292229,-5.054416,-7.16908,2.954797,-6.076783,-2.015342,22.61436,16.43757,36.46655,1.515035,-22.44222,-7.270941,-22.97252,-15.46427,-9.451502,-11.25551,-18.26125,-40.57756,-67.243,-3.923804,-20.99605,-34.80144,-46.69025,-12.83781,-12.49364,-11.14938,-24.17364,-25.47265,-46.94371,-6.827607,-37.0559,-29.51141,-26.03194,-21.93513,19.99399,-5.557988,-9.484191,22.67492,-10.00725,-4.207753,-13.42004,-11.61096,-14.83314,-7.708646,-33.9517,-16.13736,-23.19913,-27.33171,17.26515,-17.34299,-24.50637,-20.43232,12.11661,-23.34878,-16.76451,-21.69342,-21.86461,16.18857,-17.19476,-17.93934,-24.3899,-17.15038,22.33411,-7.492477,-26.51759,-7.825455,-18.04713,-17.17027,-7.572564,-13.72976,-15.50317,-12.20091,7.391133,-9.760972,-14.27673,6.896149,-2.915281,-10.43672,-13.77879,14.77774,-10.69958,-10.25199,-7.763277,-12.29834,-10.25003,-18.05151,-17.9038,-7.868819,-12.943,-3.937946,-7.344407,-0.3818713,-5.900702,-7.71163,-4.591403,-15.00773,-15.53375,-11.28064,9.570108,-7.380443,17.7686,14.31613,12.61358,-25.33157,-22.60178,-7.679111,-22.69104,-32.86419,-10.40175,-29.25623,11.7011,-1.361339,9.795175,5.9053,-3.517656,0.3303699,13.62388,1.537053,-16.22915,-29.96275,-41.20036,0.6783426,-25.64949,-16.61415,-27.2214,-42.90842,-34.18864,-37.38578,-32.95397,-37.48766,-39.74906,-33.11555,-36.5823,-35.01308,-37.72521,-35.28325,-33.05692,3.832536,-36.70399,-58.80406,-13.22239,-22.73567,-35.78616
3464472.65625,jealousy,-5.202664,-14.27849,-17.96469,9.957804,-11.68374,-5.027415,-14.06512,17.00576,-7.209242,-11.0151,-7.352068,-19.14047,-24.15393,9.023991,-5.077917,-8.143917,-18.7458,4.126649,-2.569012,32.78141,6.536365,5.212057,-5.743134,-2.703189,8.644779,6.324924,-8.69457,-5.451435,16.80039,-10.4624,4.305494,-10.5511,21.9078,10.67867,11.52463,-5.492748,-4.022924,-20.50901,7.757989,0.5440074,-2.150149,3.153822,-6.275635,-3.398523,14.48774,-2.891881,-6.696668,-5.577124,-9.572536,7.198852,-0.4035997,-2.564283,-1.669914,1.246212,8.355878,-3.614887,12.48835,6.827102,4.167401,3.15263,-2.286963,1.640801,0.424391,-3.173678,2.113895,13.02748,4.84465,-0.3114363,2.336994,4.676229,-3.031733,-1.660877,7.774979,-6.884295,-1.650706,20.94784,12.26422,31.6073,21.00909,-5.48575,13.74801,-1.6001,-0.1132536,9.982076,-10.04392,-1.012807,-15.48166,-37.75489,8.20405,-1.810382,-12.48217,-19.68986,-3.112833,-2.684743,3.522799,-10.81343,-2.219601,-12.49754,0.6649442,-10.70739,-15.16632,-14.63403,-10.30364,30.56681,-0.6915094,-9.382624,18.50204,-7.851736,-11.02487,-17.93745,-16.12621,-18.83663,-9.219077,-24.99858,-21.00935,-23.65962,-21.76845,20.89473,-13.20541,-17.03411,-16.77468,20.82649,-16.17338,-14.05123,-15.59636,-20.14552,19.82576,-13.91389,-11.53987,-11.12568,-12.82236,22.45127,-0.3331153,-16.75282,2.975616,-19.43821,-10.17239,3.607722,-0.2848899,-2.531682,-3.647313,12.6301,0.5929872,-7.317391,20.07909,2.605,-1.552797,-3.036062,24.50989,1.141773,0.9874842,-0.3405865,-2.728324,2.811781,-6.457537,-10.35843,-1.390046,-7.04391,-0.5152321,2.498522,5.998385,-1.634005,-1.962514,-13.00279,-27.68707,-23.18662,-14.51432,9.518536,-9.826628,18.18115,10.04679,8.803052,-29.09209,-18.16611,-9.383108,-31.56012,-23.24296,-11.90781,-24.97128,16.17237,-4.199158,14.36115,5.065475,-10.17753,-3.36915,4.18301,19.01513,3.223482,-17.17202,-28.8477,14.61716,-12.08414,-2.163313,-12.36464,-22.39631,-12.37934,-17.75657,-7.827175,-15.72635,-26.29779,-41.24237,-21.23069,-21.89434,-28.46203,-35.9843,-12.0928,-8.593368,-18.29976,-26.33044,-16.57717,-24.84058,-16.83544
3536902.34375,exit,-10.21356,-11.2561,-19.94489,12.38877,-13.79721,-10.37996,-19.86853,17.44722,-4.909108,-3.851622,-12.72441,-22.33275,-16.5494,8.614446,-5.537536,-5.204884,-23.32388,-0.503162,-4.226985,32.48567,5.898891,3.035469,-0.9255391,-1.076287,7.945731,2.678824,-5.970536,-10.7473,16.58332,-9.729311,-3.030065,-18.01188,13.83941,5.626803,2.962512,-19.97617,-11.78996,-7.471531,-2.663411,-8.275055,-13.79222,-10.71395,-17.71403,-10.66449,6.289854,-10.09707,-16.32215,-16.21695,-22.31129,-5.380963,-4.338567,-15.04499,-12.26574,-10.22486,17.95437,-4.025242,6.285039,11.92775,-8.785903,-5.643031,-11.00364,-6.439973,-6.924504,-6.192929,-7.250461,-1.161042,1.829551,-9.298843,-6.609286,-1.959107,-11.13217,-8.430815,0.2134346,-9.997917,-9.587082,19.48337,15.7128,31.76598,14.92357,-5.312454,20.92923,9.449122,-7.522155,10.6086,-11.39327,4.730784,-8.635007,-15.68582,-1.026659,-2.618021,-5.275893,-3.366599,-14.89332,-4.344902,5.626844,-5.825922,6.12168,0.8961467,10.16967,-2.636462,-1.014022,-13.33131,-9.613539,33.26213,-9.97478,-10.30251,17.01732,-7.318429,-5.498558,-11.16372,-8.163167,-12.08565,-11.84273,-21.42867,-14.21211,-24.70225,-14.77741,23.77116,-6.400914,-15.17837,-12.9334,28.04387,-10.42925,-10.30501,-15.81386,-11.28027,22.28633,-9.781637,-11.56667,-15.82248,-8.047214,16.57933,-3.571177,-11.83817,-1.577909,-11.93963,-6.61294,-1.567955,-9.14518,-9.765176,-10.23873,5.120639,-4.44376,-14.61611,12.47019,-3.818874,-10.60575,-12.6948,12.92136,-12.25857,-5.48089,-5.308997,-4.340139,3.711294,-6.676161,-0.8776916,-0.8672681,-9.219816,-2.713457,-11.24332,-5.712748,-6.323619,-12.54486,-18.09035,-31.1067,-22.69813,-17.10314,8.732212,-14.57796,12.37059,14.18791,10.15008,-26.2314,-18.7485,-6.658391,-21.21687,-33.86096,-20.76503,-30.96043,4.807708,-9.994828,6.006884,-3.973292,-11.79089,-5.823289,3.263638,23.86527,1.036283,-11.4194,-22.93383,13.10651,-5.638389,7.848675,-7.140563,-10.50127,-6.614989,1.781757,4.92879,-3.646135,-14.25674,-26.42354,-4.393097,-15.59589,-3.702696,-11.58868,14.78592,13.93608,4.010245,-0.8848423,-18.2089,-26.85397,20.11676
3594492.1875,enter,-19.53629,-23.99762,-29.25169,-7.221696,-28.78746,-23.84339,-16.65332,7.055932,-19.98853,-20.9113,-21.61232,-23.1971,-34.87545,-2.805976,-19.26864,-16.42656,-33.54612,-7.85088,-18.02433,22.59591,-8.277137,-3.768067,-9.377747,-1.795517,-7.556888,-13.38702,-27.27383,-27.57876,-1.185766,-23.2969,-12.80317,-31.81331,3.065407,-8.402791,11.75394,-27.26409,-22.04405,-27.26337,-13.01027,-17.64531,-23.66358,-16.52724,-25.67193,-21.642,-6.791282,-26.8223,-27.6163,-25.0591,-30.63693,-13.23379,-16.01307,-22.79322,-20.95366,-18.98845,27.11642,-9.205464,4.756148,9.653484,-16.22598,-9.90316,-16.03864,-9.228119,-8.81418,-13.70237,-5.480577,-2.445908,-0.2099127,-9.821469,-6.309415,-4.962343,-11.37702,-3.87213,1.698374,-8.057448,-4.17063,24.04397,14.74665,33.36153,1.611789,-26.7175,-6.031743,-21.19101,-18.84367,-9.269052,-16.31241,-17.80568,-33.49141,-49.89326,-14.64779,-24.34245,-32.6626,-35.16588,-22.95755,-18.82686,-13.37218,-23.20527,-15.39865,-19.56257,-10.84547,-25.01866,-21.39349,-26.32518,-21.05788,22.90209,-4.274037,-11.90253,18.82001,-6.802572,-10.82287,-8.710664,-4.834397,-18.85129,-15.72466,-27.99088,-16.23317,-27.20715,-25.31422,16.83009,-16.24669,-20.79241,-17.78775,16.87018,-14.43588,-24.94213,-22.66782,-19.77022,16.25954,-18.59409,-18.55328,-20.52423,-17.11942,11.35777,-17.3405,-22.87405,-7.454759,-26.04659,-12.9336,-14.22878,-20.1697,-21.13467,-22.2537,0.2341432,-17.38093,-26.83624,1.569414,-12.557,-18.80772,-18.14197,5.611956,-18.32177,-13.23127,-17.88428,-11.91958,-8.465489,-17.95832,-5.617329,-12.43333,-17.51239,-8.267973,-17.51515,-7.542496,-12.15273,-16.48063,-21.49502,-32.58091,-27.66036,-22.36674,2.735479,-14.57271,10.11155,7.330381,4.396136,-36.83585,-23.33811,-23.81971,-33.8873,-31.85735,-22.21055,-36.43872,8.20121,-9.600424,3.264652,-1.271175,-2.884152,2.599427,12.95951,0.372558,-16.79507,-32.62645,-41.73405,-3.541507,-15.55234,-17.69452,-29.97398,-39.49785,-35.74671,-24.38421,-25.79838,-35.4702,-40.2997,-39.90939,-36.62721,-38.72915,-37.68348,-50.52535,-24.2597,-15.19011,-35.47786,-46.03351,-15.29688,-23.90362,-27.17385
3734246.09375,content,-17.61293,-24.546,-33.93237,-7.511461,-34.17897,-28.55014,-13.69792,9.628662,-12.19423,-24.36935,-31.22339,-30.80173,-16.91819,-4.028697,-19.10096,-19.70234,-31.89555,-17.63692,-20.35984,18.94366,-14.52042,-13.62239,-4.473359,-6.900693,-10.39063,-9.236662,-26.35863,-23.02102,2.359255,-4.764813,-14.5539,-29.53466,4.570874,-9.331877,28.78162,-25.78523,-15.9163,-15.74188,-14.95876,-17.42489,-19.39107,-15.18943,-20.53992,-12.83073,-5.845618,-22.72559,-21.82844,-27.31252,-25.50579,-14.57447,-17.25526,-20.37453,-27.24198,-12.6346,5.814879,-12.39518,-6.29791,23.75732,-16.85519,-23.07388,-29.72859,-17.26293,-20.3706,-31.00972,-16.6114,-16.03091,-11.62498,-27.53982,-22.59077,-15.20029,-33.0661,2.043493,-12.75361,-29.85778,-26.45635,1.404543,-2.597467,15.83085,4.568075,-28.75137,0.1522146,-16.72664,-20.93545,-1.261384,-17.04414,-9.068349,-29.53296,-51.33727,-15.06791,-12.64768,-29.46805,-28.94115,-22.02238,9.97065,-2.184826,-18.48597,-10.52778,-32.23776,-7.395334,-20.77492,-18.60679,-24.45832,-19.87622,22.86273,-25.43452,-19.35373,-5.66213,-13.38375,-28.56836,-25.72112,-26.3558,-25.29059,-23.13994,-17.35729,-19.09818,-29.86351,-26.25422,7.824208,-20.25897,-24.25733,-14.44128,17.25597,-28.29093,-29.72598,-22.34909,-17.34611,7.061023,-24.68771,-17.67437,-23.92286,-23.51285,3.398005,-17.29124,-36.99495,3.196002,-10.59232,7.045646,-15.09367,-17.04467,-22.95594,-19.11411,1.107957,-13.84585,-28.00021,1.290882,-11.51429,-20.33252,-26.69886,2.658799,-20.56861,-24.35118,-19.49707,-16.32578,-17.14026,-1.480322,-25.813,-17.19476,-19.13991,-17.14404,-22.6147,-17.59011,-14.70639,-28.34826,-20.56927,-50.40128,-36.46905,-22.42605,-4.198313,-20.57386,0.794856,4.371516,-1.06333,-36.07768,-21.87705,-24.11336,-35.0523,-49.23645,-5.642745,-35.16336,-8.008492,-12.71957,-4.791917,-11.37127,-25.27176,-21.3749,1.487271,8.368005,-11.24216,-29.40662,-40.13588,-3.473145,-22.18847,-16.86916,-28.88905,-30.47267,-30.22434,-23.52283,-28.71775,-27.12603,-40.59113,-51.33574,-33.981,-41.26344,-31.23699,-46.62896,-22.42844,-24.04351,-32.17469,-41.51055,-13.69058,-20.71996,-25.53789
